19841,0201000771,,
19843,0201000773,,
19844,0201000774,,
19845,0201000775,,
19846,0201000776,,
19847,0201000777,,
19854,0201000784,,
19855,0201000785,,
19856,0201000786,,
19857,0201000787,,
19858,0201000788,,
19863,0201000793,,
19866,0201000796,,
19867,0201000797,,
19868,0201000798,,
19869,0201000799,,
19870,0201000800,,
19873,0201000803,,
19876,0201000806,,
19877,0201000807,,
19878,0201000808,,
19879,0201000809,,
19880,0201000810,,
19881,0201000811,,
19885,0201000815,,
19886,0201000816,,
19887,0201000817,,
19888,0201000818,,
19889,0201000819,,
19892,0201000822,,
19893,0201000823,,
19894,0201000824,,
19895,0201000825,,
19896,0201000826,,
19899,0201000829,,
19900,0201000830,,
19901,0201000831,,
19902,0201000832,,
19903,0201000833,,
19911,0201000841,,
20398,0117000117,,
20981,0120000479,5,
20983,0120000481,2,
20985,0120000483,2,
20987,0120000485,4,
27600,0201000923,,
27601,0201000924,,
27602,0201000925,,
27603,0201000926,,
27604,0201000927,,
27605,0201000928,,
27606,0201000929,,
27607,0201000930,,
27608,0201000931,,
27609,0201000932,,
27610,0201000933,,
27611,0201000934,,
27612,0201000935,,
27613,0201000936,,
27614,0201000937,,
27615,0201000938,,
27616,0201000939,,
27617,0201000940,,
27618,0201000941,,
27619,0201000942,,
27620,0201000943,,
27621,0201000944,,
27622,0201000945,,
27623,0201000946,,
27624,0201000947,,
27625,0201000948,,
27626,0201000949,,
27627,0201000950,,
27628,0201000951,,
27629,0201000952,,
27630,0201000953,,
27631,0201000954,,
27632,0201000955,,
27633,0201000956,,
27634,0201000957,,
27635,0201000958,,
27636,0201000959,,
27637,0201000960,,
27638,0201000961,,
27639,0201000962,,
27640,0201000963,,
27641,0201000964,,
27642,0201000965,,
27643,0201000966,,
27644,0201000967,,
27645,0201000968,,
27646,0201000969,,
27647,0201000970,,
27648,0201000971,,
27649,0201000972,,
27650,0201000973,,
27651,0201000974,,
27652,0201000975,,
27653,0201000976,,
27654,0201000977,,
27655,0201000978,,
27656,0201000979,,
27657,0201000980,,
27658,0201000981,,
27659,0201000982,,
27660,0201000983,,
27661,0201000984,,
27662,0201000985,,
27663,0201000986,,
27664,0201000987,,
27665,0201000988,,
27666,0201000989,,
27667,0201000990,,
27668,0201000991,,
27669,0201000992,,
27670,0201000993,,
27671,0201000994,,
27672,0201000995,,
27673,0201000996,,
27674,0201000997,,
27675,0201000998,,
27676,0201000999,,
27677,0201001000,,
27678,0201001001,,
27679,0201001002,,
27680,0201001003,,
27681,0201001004,,
27682,0201001005,,
27683,0201001006,,
27684,0201001007,,
27685,0201001008,,
27686,0201001009,,
27687,0201001010,,
27688,0201001011,,
27689,0201001012,,
27690,0201001013,,
27691,0201001014,,
27692,0201001015,,
27693,0201001016,,
27694,0201001017,,
27695,0201001018,,
27696,0201001019,,
27697,0201001020,,
27698,0201001021,,
27699,0201001022,,
27700,0201001023,,
27701,0201001024,,
27702,0201001025,,
27703,0201001026,,
27704,0201001027,,
27705,0201001028,,
27706,0201001029,,
27707,0201001030,,
27708,0201001031,,
27709,0201001032,,
27742,0201001065,,
27743,0201001066,,
27744,0201001067,,
27748,0201001071,,
42513,0201001163,,
43201,0109000100,66,
43201,0109000100,66,
43202,0109000101,120,
43202,0109000101,120,
43438,0107000058,0,
43438,0107000058,0,
43440,0107000060,0,
43440,0107000060,0,
43449,0115000220,3,
43449,0115000220,3,
43450,0115000221,0,
43450,0115000221,0,
43451,0115000222,4,
43451,0115000222,4,
43452,0115000223,3,
43452,0115000223,3,
43453,0115000224,2,
43453,0115000224,2,
43454,0115000225,5,
43454,0115000225,5,
43459,0115000230,0,
43459,0115000230,0,
43460,0115000231,2,
43460,0115000231,2,
43461,0115000232,2,
43461,0115000232,2,
43462,0115000233,3,
43462,0115000233,3,
43463,0115000234,0,
43463,0115000234,0,
43465,0115000236,0,
43465,0115000236,0,
43466,0115000237,2,
43466,0115000237,2,
43467,0115000238,0,
43467,0115000238,0,
43468,0115000239,4,
43468,0115000239,4,
43469,0115000240,3,
43469,0115000240,3,
43472,0106000146,0,
43472,0106000146,0,
43473,0106000130,0,
43473,0106000130,0,
43474,0106000131,0,
43475,0106000132,0,
43475,0106000132,0,
43476,0106000133,0,
43476,0106000133,0,
43477,0106000134,0,
43477,0106000134,0,
43479,0106000136,1,
43479,0106000136,1,
43480,0106000137,0,
43480,0106000137,0,
43481,0106000138,0,
43481,0106000138,0,
43482,0106000139,0,
43482,0106000139,0,
43483,0106000140,5,
43483,0106000140,5,
43485,0106000141,0,
43485,0106000141,0,
43486,0106000142,0,
43486,0106000142,0,
43487,0106000143,0,
43487,0106000143,0,
43488,0106000144,1,
43488,0106000144,1,
43489,0106000148,0,
43489,0106000148,0,
43490,0106000145,0,
43490,0106000145,0,
43491,0107000061,0,
43491,0107000061,0,
43539,0118000065,0,
43539,0118000065,0,
43560,0102000252,,a:0:{}
43561,0102000253,,a:0:{}
43611,0109000102,25,
43611,0109000102,25,
43710,0118000072,0,
43710,0118000072,0,
43793,0902000529,1,
43794,0902000530,5,
43795,0902000531,6,
43796,0902000532,7,
43797,0902000533,7,
43798,0902000534,90,
43799,0902000535,83,
43800,0902000536,32,
43801,0902000537,32,
43802,0902000538,1,
43803,0902000539,1,
43804,0902000540,0,
43805,0902000541,98,
43806,0902000542,7,
43807,0902000543,6,
43883,0910000393,1,a:0:{}
43892,0910000402,4,
43894,0910000404,0,
43896,0910000406,0,
44185,0120000714,1,a:0:{}
44194,0120000723,1,
44195,0120000724,14,
44197,0120000726,4,
44198,0120000727,2,
44239,0120000768,1,a:0:{}
44242,0120000771,4,
44244,0120000773,3,
44245,0120000774,4,
44248,0120000777,0,
44250,0120000779,4,
44251,0120000780,7,
44252,0120000781,8,
44253,0120000782,12,
44256,0120000785,9,
44257,0120000786,7,
44258,0120000787,4,
44259,0120000788,5,
44260,0120000789,11,
44261,0120000790,7,
44287,0120000795,12,
44299,0120000797,36,
44300,0120000798,1,
44355,0115000296,8,
44355,0115000296,8,
44356,0115000297,21,
44356,0115000297,21,
44357,0115000298,0,
44357,0115000298,0,
44358,0601000024,0,
44359,0602000064,0,
44360,0602000065,0,
44361,0602000066,0,
44362,0602000067,0,
44363,0602000068,0,
44364,0802000286,0,
44366,0602000070,6,
44367,0602000071,7,
44368,0602000072,3,
44370,0115000300,0,
44370,0115000300,0,
44443,0910000409,4,
44444,0910000410,3,
44445,0910000411,5,
44446,0910000412,47,
44448,0910000415,6,
44449,0910000416,0,
44450,0910000417,8,
44451,0910000418,17,
44452,0910000419,1,
44453,0910000420,1,
44472,0117000757,,
44493,0804000049,0,
45327,0602000074,4,
45328,0602000076,0,
47327,0104000493,0,
47327,0104000493,0,
47348,0105000061,10,
47348,0105000061,10,
48762,0602000083,6,
48935,0803000055,0,a:0:{}
