43202,0109000101,120,
12264,0120000208,0,
43491,0107000061,0,
44251,0120000780,7,
27634,0201000957,,
45327,0602000074,4,
19564,0201000487,,
19638,0201000570,,
27655,0201000978,,
44363,0602000068,0,
43486,0106000142,0,
12294,0120000238,9,
48762,0602000083,6,
43800,0902000536,32,
44194,0120000723,1,
19857,0201000787,,
44450,0910000417,8,
44245,0120000774,4,
19900,0201000830,,
47327,0104000493,0,
27614,0201000937,,
19699,0201000631,,
19702,0201000634,,
43463,0115000234,0,
27703,0201001026,,
43474,0106000131,0,
27692,0201001015,,
43892,0910000402,4,
19669,0201000601,,
27632,0201000955,,
19671,0201000603,,
27629,0201000952,,
19881,0201000811,,
27705,0201001028,,
19678,0201000610,,
27670,0201000993,,
19893,0201000823,,
19876,0201000806,,
19826,0201000756,,
19682,0201000614,,
27674,0201000997,,
43793,0902000529,1,
12322,0120000266,0,
19843,0201000773,,
44493,0804000049,0,
19677,0201000609,,
27623,0201000946,,
43485,0106000141,0,
27689,0201001012,,
19738,0201000670,,
43483,0106000140,5,
27694,0201001017,,
20981,0120000479,5,
19827,0201000757,,
19878,0201000808,,
44261,0120000790,7,
19812,0201000742,,
27630,0201000953,,
43896,0910000406,0,
19889,0201000819,,
44257,0120000786,7,
19662,0201000594,,
19672,0201000604,,
45328,0602000076,0,
44242,0120000771,4,
12284,0120000228,1,
19835,0201000765,,
27613,0201000936,,
27638,0201000961,,
12701,0303000017,,
19877,0201000807,,
27601,0201000924,,
44367,0602000071,7,
19771,0201000703,,
27676,0201000999,,
43451,0115000222,4,
27652,0201000975,,
43560,0102000252,,a:0:{}
19818,0201000748,,
19761,0201000693,,
19701,0201000633,,
19665,0201000597,,
19854,0201000784,,
20398,0117000117,,
27673,0201000996,,
12268,0120000212,5,
19888,0201000818,,
27624,0201000947,,
43454,0115000225,5,
27691,0201001014,,
44197,0120000726,4,
27675,0201000998,,
43480,0106000137,0,
44248,0120000777,0,
43477,0106000134,0,
27633,0201000956,,
43468,0115000239,4,
27640,0201000963,,
19670,0201000602,,
19769,0201000701,,
43467,0115000238,0,
27677,0201001000,,
27611,0201000934,,
19837,0201000767,,
43539,0118000065,0,
43797,0902000533,7,
27622,0201000945,,
27647,0201000970,,
19841,0201000771,,
43465,0115000236,0,
27620,0201000943,,
19691,0201000623,,
27688,0201001011,,
27603,0201000926,,
43798,0902000534,90,
43488,0106000144,1,
19887,0201000817,,
44356,0115000297,21,
19760,0201000692,,
19911,0201000841,,
43440,0107000060,0,
44443,0910000409,4,
19899,0201000829,,
27625,0201000948,,
19763,0201000695,,
43450,0115000221,0,
44299,0120000797,36,
19681,0201000613,,
19847,0201000777,,
19661,0201000593,,
27690,0201001013,,
48935,0803000055,0,a:0:{}
44250,0120000779,4,
27602,0201000925,,
43482,0106000139,0,
43794,0902000530,5,
27748,0201001071,,
43799,0902000535,83,
43806,0902000542,7,
19772,0201000704,,
47348,0105000061,10,
19833,0201000763,,
19815,0201000745,,
43487,0106000143,0,
27667,0201000990,,
43521,0106000152,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:12;}}"
43534,0106000160,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:12;}}"
48057,0202001210,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:24;}}"
48058,0202001211,0,"a:2:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:2;}i:1;a:2:{i:0;s:3:""N/A"";i:1;d:2;}}"
48059,0202001212,0,"a:3:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:3;}i:1;a:2:{i:0;s:3:""N/A"";i:1;d:3;}i:2;a:2:{i:0;s:3:""N/A"";i:1;d:3;}}"
50788,0802000362,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:60;}}"
50789,0802000363,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:60;}}"
50790,0802000364,0,"a:1:{i:0;a:2:{i:0;s:3:""N/A"";i:1;d:60;}}"
