134,101000001
137,602000008
138,602000001
139,801000001
140,801000005
141,801000006
144,119000004
145,119000007
146,108000238
147,107000011
233,101000045
234,101000046
235,101000048
236,102000244
237,102000245
238,107000072
239,117000888
240,120000474
241,201001773
242,201001775
243,201001776
244,201001777
245,201001778
246,201001779
247,201001780
248,204000482
249,204000494
250,204000495
251,204000496
252,204000498
253,204000499
254,204000512
255,204000513
256,204000516
257,204000518
258,204000634
259,204000635
260,204000636
261,204000637
262,204000638
280,107000069
282,117000796
283,901000549
284,901000550
285,901000551
286,901000552
287,901000553
288,903000335
289,903000336
290,903000337
291,903000338
292,102000137
293,602000089
294,602000090
295,602000093
296,602000094
297,602000097
298,602000098
299,802000328
300,802000333
301,901000555
302,901000556
303,901000557
304,901000558
305,901000559
306,901000560
307,901000561
308,901000562
309,901000563
310,901000564
311,901000565
312,901000566
313,901000567
314,901000568
315,901000569
316,901000570
317,901000571
318,901000572
319,901000573
320,901000574
321,901000575
322,901000576
323,901000577
324,901000578
325,901000579
326,901000580
327,901000581
328,901000582
329,901000583
330,901000584
331,901000585
335,117000563
336,117000564
337,117000565
338,117000566
339,117000567
340,203000645
341,203000646
342,203000647
343,203000648
344,203000656
345,204000733
346,107000023
347,107000043
348,107000071
349,110000088
350,114000538
351,114000971
352,201001805
353,205000973
354,207000018
355,207000019
356,207000020
357,207000021
358,207000232
359,207000236
360,207000237
361,207000238
362,207000240
363,207000241
364,207000242
365,207000258
366,207001047
367,802000378
368,804000009
369,804000046
370,902000404
371,905000104
372,107000070
373,602000086
374,602000087
375,602000088
376,118000076
377,201000263
378,201000264
379,201000265
380,201000266
381,201000267
382,201000268
383,201000269
384,201000271
385,201000272
386,201001098
387,201001099
388,201001100
389,201001101
390,201001102
391,201001103
392,201001104
393,201001105
394,201001215
395,201001216
396,201001225
397,201001226
398,201001265
399,201001734
400,204000573
401,204000582
402,204000586
403,204000588
404,204000598
405,204000602
406,204000983
407,204000984
408,204000985
409,204000986
410,204000995
411,204000996
412,204001087
413,303000258
414,303000396
415,602000091
416,602000092
417,602000095
418,602000096
419,802000254
420,802000256
421,802000376
422,802000377
423,901000145
424,901000146
425,901000147
426,901000148
427,901000149
428,901000496
429,118000077
430,115000141
431,201000026
432,201000027
433,201000028
434,201000029
435,201000030
436,201000031
437,201000032
438,201000033
439,201000034
440,201000035
441,201000036
442,201000038
443,201001136
444,201001165
445,201001169
446,201001170
447,201001171
448,201001772
449,805000024
450,805000056
451,805000098
452,805000099
453,102000201
454,102000211
455,102000216
456,102000288
457,102000290
458,102000293
459,111000003
460,802000361
461,104000510
462,104000511
463,104000512
464,104000513
465,104000515
466,104000518
467,104000519
468,104000520
469,104000521
470,104000522
471,104000523
472,104000524
473,104000525
474,104000526
475,104000527
476,104000528
477,104000529
478,104000530
479,104000531
480,104000532
481,104000533
482,104000534
483,104000535
484,104000537
485,104000538
486,104000539
487,104000540
488,104000541
489,104000542
490,104000543
491,104000544
492,105000073
493,105000074
494,106000172
495,106000173
496,106000178
497,106000179
498,106000180
499,106000181
500,107000054
501,108000511
502,108000668
503,108000669
504,108000670
505,108000672
506,108000674
507,108000675
508,108000676
509,108000677
510,108000678
511,108000679
512,108000680
513,108000681
514,108000682
515,108000683
516,108000685
517,108000687
518,108000689
519,108000690
520,108000691
521,108000692
522,108000694
523,108000696
524,108000697
525,108000698
526,108000699
527,108000700
528,108000701
529,109000116
530,111000025
531,111000026
532,111000032
533,115000262
534,203000688
535,305000225
536,803000073
537,803000074
538,101000002
539,101000003
540,101000004
541,101000005
542,101000006
543,101000007
544,101000008
545,101000009
546,101000010
547,101000011
548,101000012
549,101000013
550,101000014
551,101000015
552,101000017
553,101000018
554,101000020
555,101000021
556,101000022
557,101000023
558,101000025
559,101000026
560,101000027
561,101000028
562,101000029
563,101000030
564,101000031
565,101000032
566,101000034
567,101000035
568,101000036
569,101000037
570,101000038
571,101000039
572,101000040
573,101000041
574,101000042
575,101000043
576,101000044
577,101000047
578,101000049
579,101000050
580,101000051
581,101000052
582,101000053
583,102000001
584,102000002
585,102000003
586,102000004
587,102000005
588,102000007
589,102000009
590,102000010
591,102000012
592,102000019
593,102000021
594,102000022
595,102000023
596,102000024
597,102000025
598,102000028
599,102000029
600,102000030
601,102000032
602,102000033
603,102000034
604,102000035
605,102000036
606,102000037
607,102000038
608,102000040
609,102000042
610,102000044
611,102000045
612,102000047
613,102000048
614,102000049
615,102000050
616,102000051
617,102000053
618,102000055
619,102000057
620,102000059
621,102000061
622,102000065
623,102000066
624,102000069
625,102000070
626,102000073
627,102000074
628,102000076
629,102000078
630,102000080
631,102000082
632,102000084
633,102000085
634,102000087
635,102000089
636,102000092
637,102000093
638,102000094
639,102000095
640,102000096
641,102000097
642,102000098
643,102000099
644,102000100
645,102000101
646,102000102
647,102000103
648,102000105
649,102000108
650,102000111
651,102000112
652,102000114
653,102000115
654,102000117
655,102000118
656,102000119
657,102000121
658,102000123
659,102000125
660,102000128
661,102000130
662,102000134
663,102000136
664,102000139
665,102000141
666,102000142
667,102000143
668,102000146
669,102000147
670,102000154
671,102000156
672,102000158
673,102000159
674,102000160
675,102000161
676,102000164
677,102000166
678,102000167
679,102000168
680,102000170
681,102000172
682,102000173
683,102000174
684,102000175
685,102000176
686,102000177
687,102000178
688,102000179
689,102000180
690,102000181
691,102000182
692,102000183
693,102000184
694,102000185
695,102000186
696,102000187
697,102000188
698,102000189
699,102000190
700,102000191
701,102000192
702,102000193
703,102000194
704,102000195
705,102000196
706,102000197
707,102000198
708,102000199
709,102000200
710,102000203
711,102000205
712,102000207
713,102000209
714,102000213
715,102000214
716,102000215
717,102000217
718,102000218
719,102000219
720,102000220
721,102000221
722,102000222
723,102000223
724,102000224
725,102000225
726,102000226
727,102000227
728,102000228
729,102000229
730,102000230
731,102000231
732,102000232
733,102000233
734,102000234
735,102000235
736,102000236
737,102000237
738,102000238
739,102000239
740,102000240
741,102000241
742,102000242
743,102000243
744,102000246
745,102000247
746,102000248
747,102000249
748,102000250
749,102000251
750,102000252
751,102000253
752,102000254
753,102000255
754,102000256
755,102000257
756,102000260
757,102000261
758,102000262
759,102000263
760,102000264
761,102000265
762,102000266
763,102000267
764,102000271
765,102000272
766,102000273
767,102000274
768,102000275
769,102000276
770,102000277
771,102000278
772,102000279
773,102000280
774,102000281
775,102000282
776,102000283
777,102000284
778,102000285
779,102000286
780,102000287
781,102000289
782,102000291
783,102000292
784,103000002
785,103000004
786,103000006
787,103000008
788,103000010
789,103000011
790,103000012
791,103000013
792,103000014
793,103000016
794,103000017
795,103000019
796,103000020
797,103000021
798,103000022
799,103000023
800,103000024
801,103000025
802,103000026
803,103000027
804,103000028
805,103000029
806,103000030
807,103000031
808,103000032
809,104000001
810,104000002
811,104000003
812,104000004
813,104000005
814,104000006
815,104000007
816,104000008
817,104000009
818,104000010
819,104000011
820,104000012
821,104000013
822,104000014
823,104000015
824,104000016
825,104000017
826,104000018
827,104000019
828,104000020
829,104000021
830,104000022
831,104000023
832,104000024
833,104000025
834,104000026
835,104000027
836,104000028
837,104000029
838,104000030
839,104000031
840,104000032
841,104000033
842,104000034
843,104000035
844,104000036
845,104000037
846,104000038
847,104000039
848,104000040
849,104000041
850,104000042
851,104000043
852,104000044
853,104000045
854,104000046
855,104000047
856,104000048
857,104000049
858,104000050
859,104000051
860,104000052
861,104000053
862,104000054
863,104000055
864,104000056
865,104000057
866,104000058
867,104000059
868,104000060
869,104000061
870,104000062
871,104000063
872,104000064
873,104000065
874,104000066
875,104000067
876,104000068
877,104000069
878,104000070
879,104000071
880,104000072
881,104000073
882,104000074
883,104000075
884,104000076
885,104000077
886,104000078
887,104000079
888,104000080
889,104000081
890,104000082
891,104000083
892,104000084
893,104000085
894,104000086
895,104000087
896,104000088
897,104000089
898,104000090
899,104000091
900,104000092
901,104000093
902,104000094
903,104000095
904,104000096
905,104000097
906,104000098
907,104000099
908,104000100
909,104000101
910,104000102
911,104000103
912,104000104
913,104000105
914,104000106
915,104000107
916,104000108
917,104000109
918,104000110
919,104000111
920,104000112
921,104000113
922,104000114
923,104000115
924,104000116
925,104000117
926,104000118
927,104000119
928,104000120
929,104000121
930,104000122
931,104000123
932,104000124
933,104000125
934,104000126
935,104000127
936,104000128
937,104000129
938,104000130
939,104000131
940,104000132
941,104000133
942,104000134
943,104000135
944,104000136
945,104000137
946,104000138
947,104000139
948,104000140
949,104000141
950,104000142
951,104000143
952,104000144
953,104000145
954,104000146
955,104000147
956,104000148
957,104000149
958,104000150
959,104000151
960,104000152
961,104000153
962,104000154
963,104000155
964,104000156
965,104000157
966,104000158
967,104000159
968,104000160
969,104000161
970,104000162
971,104000163
972,104000164
973,104000165
974,104000166
975,104000167
976,104000168
977,104000169
978,104000170
979,104000171
980,104000172
981,104000173
982,104000174
983,104000176
984,104000177
985,104000178
986,104000179
987,104000180
988,104000181
989,104000182
990,104000183
991,104000184
992,104000185
993,104000186
994,104000187
995,104000188
996,104000189
997,104000190
998,104000191
999,104000192
1000,104000193
1001,104000194
1002,104000195
1003,104000196
1004,104000197
1005,104000198
1006,104000199
1007,104000200
1008,104000201
1009,104000202
1010,104000203
1011,104000204
1012,104000205
1013,104000206
1014,104000207
1015,104000208
1016,104000209
1017,104000210
1018,104000211
1019,104000212
1020,104000213
1021,104000214
1022,104000215
1023,104000216
1024,104000217
1025,104000218
1026,104000219
1027,104000220
1028,104000221
1029,104000222
1030,104000223
1031,104000224
1032,104000225
1033,104000226
1034,104000227
1035,104000228
1036,104000229
1037,104000230
1038,104000231
1039,104000232
1040,104000233
1041,104000234
1042,104000235
1043,104000236
1044,104000237
1045,104000238
1046,104000239
1047,104000240
1048,104000241
1049,104000242
1050,104000243
1051,104000244
1052,104000245
1053,104000246
1054,104000247
1055,104000248
1056,104000249
1057,104000250
1058,104000251
1059,104000252
1060,104000253
1061,104000254
1062,104000255
1063,104000257
1064,104000258
1065,104000259
1066,104000260
1067,104000261
1068,104000263
1069,104000265
1070,104000267
1071,104000269
1072,104000270
1073,104000271
1074,104000272
1075,104000274
1076,104000275
1077,104000277
1078,104000279
1079,104000281
1080,104000283
1081,104000285
1082,104000287
1083,104000289
1084,104000291
1085,104000293
1086,104000295
1087,104000296
1088,104000297
1089,104000298
1090,104000299
1091,104000301
1092,104000303
1093,104000305
1094,104000306
1095,104000307
1096,104000309
1097,104000311
1098,104000313
1099,104000314
1100,104000315
1101,104000317
1102,104000319
1103,104000320
1104,104000321
1105,104000322
1106,104000324
1107,104000325
1108,104000326
1109,104000327
1110,104000328
1111,104000329
1112,104000330
1113,104000331
1114,104000333
1115,104000334
1116,104000335
1117,104000336
1118,104000337
1119,104000338
1120,104000339
1121,104000340
1122,104000342
1123,104000343
1124,104000345
1125,104000346
1126,104000349
1127,104000350
1128,104000352
1129,104000353
1130,104000354
1131,104000355
1132,104000356
1133,104000357
1134,104000358
1135,104000359
1136,104000360
1137,104000361
1138,104000362
1139,104000363
1140,104000364
