ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Fecha en que empieza el precio rebajado,Fecha en que termina el precio de oferta,Estado del impuesto,Clase de impuesto,¿En stock?,Stock,Cantidad de bajo stock,¿Permitir reservas de productos agotados?,Vendido Individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir reseñas de clientes?,Notas de la compra,Precio de oferta,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición
43795,simple,902000531,BANDEJA TELG RECT 615 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,6,,0,0,,,,,1,,,"8192,74",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-625-WPLAX100-0902000538.png,,,,,0902000239,,,,0
43796,simple,902000532,BANDEJA TELG RECT 617 WPLAX600,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,7,,0,0,,,,,1,,,"27434,23",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-615-WPLAX600-0902000530.png,,,,,0902000242,,,,0
43797,simple,902000533,BANDEJA TELG RECT 617 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,7,,0,0,,,,,1,,,"4953,43",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-625-WPLAX100-0902000538.png,,,,,0902000242,,,,0
43798,simple,902000534,BANDEJA TELG RECT 618 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,90,,0,0,,,,,1,,,"7429,5",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX100-0902000533.png,,,,,0902000245,,,,0
43799,simple,902000535,BANDEJA TELG RECT 618 WPLAX400,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,83,,0,0,,,,,1,,,"27431,97",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-615-WPLAX400-.png,,,,,0902000245,,,,0
43800,simple,902000536,BANDEJA TELG RECT 619 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,32,,0,0,,,,,1,,,"9843,06",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX100-0902000533.png,,,,,0902000248,,,,0
43801,simple,902000537,BANDEJA TELG RECT 619 WPLAX600,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,32,,0,0,,,,,1,,,"54515,32",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX600-0902000532.png,,,,,0902000248,,,,0
43802,simple,902000538,BANDEJA TELG RECT 625 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,1,,0,0,,,,,1,,,"18543,21",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-625-WPLAX100-0902000538.png,,,,,0902000251,,,,0
43803,simple,902000539,BANDEJA TELG RECT 625 WPLAX200,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,1,,0,0,,,,,1,,,"34233,6",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RED-628-WPLAX200-0902000540.png,,,,,0902000251,,,,0
43804,simple,902000540,BANDEJA TELG RED 628 WPLAX200,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,0,0,,0,0,,,,,1,,,"42909,72",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-625-WPLAX200-0902000539.png,,,,,,,,,0
43805,simple,902000541,BANDEJA TELG RED 628 WPLAX100,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,100,,0,0,,,,,1,,,"23242,77",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX100-0902000533.png,,,,,0902000254,,,,0
43806,simple,902000542,BANDEJA TELG RECT 617 WPLAX400,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,7,,0,0,,,,,1,,,"18289,49",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX400-0902000542.png,,,,,0902000242,,,,0
43807,simple,902000543,BANDEJA TELG RECT 615 WPLAX400,1,0,visible,,"<div>\n<div></div>\n</div>",,,taxable,,1,6,,0,0,,,,,1,,,"30250,07",Descartables > Bandejas y Moldes,,,https://chocolatemisionero.com/wp-content/uploads/2023/08/BANDEJA-TELG-RECT-617-WPLAX400-0902000542.png,,,,,0902000239,,,,0
43808,simple,104000508,MANI CROCANTE LHERITIER CAJA,1,0,visible,,<div><div>6X1KG</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"40763,59","Reposteria > Confites\, Perlas y Crocantes",,,,,,,,0104000343,,,,0
43809,simple,115000252,PASTA ANAST LHERITIER 12X750G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"38259,26","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000050,,,,0
43810,simple,115000253,PASTA ANAST LHERITIER 18X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"41502,66","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000049,,,,0
43811,simple,115000254,PASTA ANAST LHERITIER 6X3KG,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,14,,0,0,,,,,1,,,"67868,59","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000048,,,,0
43812,simple,115000255,POSTRE MANI LHERITIER 6X1KG,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,28,,0,0,,,,,1,,,"45871,45","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000157,,,,0
43813,simple,115000256,SALSA CARAMEL LHERITIER 6X200G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"6273,81","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000167,,,,0
43814,simple,115000257,SALSA CARAMEL LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,1,,0,0,,,,,1,,,"11124,41","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000168,,,,0
43815,simple,115000258,SALSA CHOCO LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,2,,0,0,,,,,1,,,"12749,1","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000171,,,,0
43816,simple,115000259,SALSA CHOCO LHERITIER 6X200G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"7096,9","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000172,,,,0
43817,simple,115000260,SALSA DDLECHE LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,2,,0,0,,,,,1,,,"12510,98","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000176,,,,0
43818,simple,115000261,SALSA DDLECHE LHERITIER 6X200G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,2,,0,0,,,,,1,,,"6963,91","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000176,,,,0
43819,simple,115000262,SALSA FRUTILL LHERITIER 6X200G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,9,,0,0,,,,,1,,,"6273,81","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000179,,,,0
43820,simple,115000263,SALSA FRUTILL LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,4,,0,0,,,,,1,,,"11124,41","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000180,,,,0
43821,simple,115000264,SALSA P.DULCE LHERITIER 6X200G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,2,,0,0,,,,,1,,,"6273,81","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000184,,,,0
43822,simple,801000068,CARAMELO MAST DONGA 10X670G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,13,,0,0,,,,,1,,,"29406,98",Golosinas > Caramelos,,,,,,,,0801000015,,,,0
43823,simple,803000056,CHUPETIN CEREZ-MZNA BLOCA CAJA,1,0,visible,,<div><div>12X24U</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"24735,28",Golosinas > Chupetines,,,,,,,,0803000007,,,,0
43824,simple,115000265,SALSA F.ROJOS LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"11124,41","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000203,,,,0
43825,simple,115000266,SALSA P.DULCE LHERITIER 6X500G,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"11124,41","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000205,,,,0
43826,simple,115000267,SALSA AVELLANA LHERITIER 6X500,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"13690,07","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000207,,,,0
43827,simple,115000268,SALSA AVELLANA LHERITIER 6X200,1,0,visible,,<div><div>CAJA</div></div>,,,taxable,,1,1,,0,0,,,,,1,,,"7638,06","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000209,,,,0
43828,simple,803000057,CHUPETIN ANA/UVA CEBOLLITA CAJ,1,0,visible,,<div><div>24X40U</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"25141,82",Golosinas > Chupetines,,,,,,,,0803000005,,,,0
43829,simple,803000058,CHUPETIN CHUPETONCITO 12X35G,1,0,visible,,<div><div>DISPLAY</div></div>,,,taxable,,1,17,,0,0,,,,,1,,,"4740,71",Golosinas > Chupetines,,,,,,,,0803000011,,,,0
43830,simple,115000269,PASTA AMER AMARI DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,3,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000016,,,,0
43831,simple,115000270,PASTA AMER AZUL DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,2,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000018,,,,0
43832,simple,115000271,PASTA AMER BCO DECOR 10X1KG,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,40,,0,0,,,,,1,,,"44567,28","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000021,,,,0
43833,simple,115000272,PASTA AMER BCO DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,27,,0,0,,,,,1,,,"46696,14","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000023,,,,0
43834,simple,115000273,PASTA AMER CELES DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,4,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000025,,,,0
43835,simple,115000274,PASTA AMER FUCS DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,1,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000027,,,,0
43836,simple,115000275,PASTA AMER MARRON DECOR20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000029,,,,0
43837,simple,115000276,PASTA AMER NARAN DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,0,0,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000031,,,,0
43838,simple,115000277,PASTA AMER NEGRO DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,6,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000034,,,,0
43839,simple,115000278,PASTA AMER ROJO DECOR 20X500G,1,0,visible,,<div><div>PACK</div></div>,,,taxable,,1,7,,0,0,,,,,1,,,"52499,09","Reposteria > Pastas\, Rellenos y Salsas",,,,,,,,0115000037,,,,0
